"","ID","Baboons.3-6","Baboons.6-9","Baboons.birth-3","Baboons.gest","Baboons.peri_concpt","Banded.Mongoose.3-6","Banded.Mongoose.6-9","Banded.Mongoose.birth-3","Banded.Mongoose.gest","Banded.Mongoose.peri_concpt","BB.Jackal.3-6","BB.Jackal.6-9","BB.Jackal.birth-3","BB.Jackal.gest","BB.Jackal.peri_concpt","BE.Fox.3-6","BE.Fox.6-9","BE.Fox.birth-3","BE.Fox.gest","BE.Fox.peri_concpt","Buffalo.3-6","Buffalo.6-9","Buffalo.birth-3","Buffalo.gest","Buffalo.peri_concpt","Bushbuck.3-6","Bushbuck.6-9","Bushbuck.birth-3","Bushbuck.gest","Bushbuck.peri_concpt","Cattle.3-6","Cattle.6-9","Cattle.birth-3","Cattle.gest","Cattle.peri_concpt","Cheetah.3-6","Cheetah.6-9","Cheetah.birth-3","Cheetah.gest","Cheetah.peri_concpt","Eland.3-6","Eland.6-9","Eland.birth-3","Eland.gest","Eland.peri_concpt","Elephant.3-6","Elephant.6-9","Elephant.birth-3","Elephant.gest","Elephant.peri_concpt","Giraffe.3-6","Giraffe.6-9","Giraffe.birth-3","Giraffe.gest","Giraffe.peri_concpt","Gnu.3-6","Gnu.6-9","Gnu.birth-3","Gnu.gest","Gnu.peri_concpt","Grants.3-6","Grants.6-9","Grants.birth-3","Grants.gest","Grants.peri_concpt","Hartebeast.3-6","Hartebeast.6-9","Hartebeast.birth-3","Hartebeast.gest","Hartebeast.peri_concpt","Hippo.3-6","Hippo.6-9","Hippo.birth-3","Hippo.gest","Hippo.peri_concpt","Impala.3-6","Impala.6-9","Impala.birth-3","Impala.gest","Impala.peri_concpt","Lion.3-6","Lion.6-9","Lion.birth-3","Lion.gest","Lion.peri_concpt","Oribi.3-6","Oribi.6-9","Oribi.birth-3","Oribi.gest","Oribi.peri_concpt","Ostrich.3-6","Ostrich.6-9","Ostrich.birth-3","Ostrich.gest","Ostrich.peri_concpt","Other.3-6","Other.6-9","Other.birth-3","Other.gest","Other.peri_concpt","Reedbuck.3-6","Reedbuck.6-9","Reedbuck.birth-3","Reedbuck.gest","Reedbuck.peri_concpt","Shoats.3-6","Shoats.6-9","Shoats.birth-3","Shoats.gest","Shoats.peri_concpt","Slender.Mongoose.3-6","Slender.Mongoose.6-9","Slender.Mongoose.birth-3","Slender.Mongoose.gest","Slender.Mongoose.peri_concpt","Spotted.Hyena.3-6","Spotted.Hyena.6-9","Spotted.Hyena.birth-3","Spotted.Hyena.gest","Spotted.Hyena.peri_concpt","SS.Jackal.3-6","SS.Jackal.6-9","SS.Jackal.birth-3","SS.Jackal.gest","SS.Jackal.peri_concpt","Thomsons.3-6","Thomsons.6-9","Thomsons.birth-3","Thomsons.gest","Thomsons.peri_concpt","Topi.3-6","Topi.6-9","Topi.birth-3","Topi.gest","Topi.peri_concpt","total.3-6","total.6-9","total.birth-3","total.gest","total.peri_concpt","Warthog.3-6","Warthog.6-9","Warthog.birth-3","Warthog.gest","Warthog.peri_concpt","Waterbuck.3-6","Waterbuck.6-9","Waterbuck.birth-3","Waterbuck.gest","Waterbuck.peri_concpt","Zebra.3-6","Zebra.6-9","Zebra.birth-3","Zebra.gest","Zebra.peri_concpt","num.transects.3-6","num.transects.6-9","num.transects.birth-3","num.transects.gest","num.transects.peri_concpt","lastUpdated","sampleID","eartag","Name","PrevID","Sex","AgeClass","Status","FirstSeen","DenGrad","Disappeared","Mom","Birthdate","NumberLittermates","Litrank","ArrivedDen","LeaveDen","Fate","MortalitySource","DeathDate","Weaned","Clan","park","miscNotes"
"253","jas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.895833333333,0,49.1666666666667,0.520833333333333,113.541666666667,NA,NA,NA,NA,NA,0,0.3125,0,2.70833333333333,0,NA,NA,NA,NA,NA,0.520833333333333,5.625,5.83333333333333,0.416666666666667,5.20833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9375,9.6875,5.72916666666667,6.875,4.79166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.2083333333333,56.4583333333333,79.6875,136.25,14.2708333333333,4.375,13.8541666666667,36.1458333333333,25.2083333333333,55.3125,233.541666666667,92.7083333333333,238.645833333333,174.375,269.166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.6041666666667,6.77083333333333,62.0833333333333,2.39583333333333,76.0416666666667,12,12,12,12,12,"22-Mar-17",311,"","jasper","","m","c","resident",1999-05-22,"03-Dec-99",2002-01-09,"gol",1999-04-17,1,1,"","","d","","","7/9/00","talek","tk","talek east. dengrad calced by pat"
"254","jaw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5625,43.9583333333333,55,143.541666666667,354.6875,NA,NA,NA,NA,NA,0.416666666666667,2.8125,0,0,0,NA,NA,NA,NA,NA,7.8125,4.58333333333333,8.75,4.89583333333333,5.10416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.0625,6.66666666666667,7.1875,1.875,1.66666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244.6875,251.145833333333,112.083333333333,28.5416666666667,60.3125,21.7708333333333,28.9583333333333,10,6.14583333333333,16.0416666666667,280.3125,338.75,200.208333333333,219.6875,481.041666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.625,7.1875,34.6875,43.2291666666667,12,12,12,12,12,"21-Jul-16",NA,"","jawbreaker","","f","c","resident",1993-12-04,"",1994-02-22,"dj",1993-11-25,2,1,"12/4/93","","k","","3/5/94","","talek","tk","dengrad calced by pat"
"255","jb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9166666666667,54.6875,439.270833333333,41.7708333333333,0.25,NA,NA,NA,NA,NA,0,0,0,0.104166666666667,0.125,NA,NA,NA,NA,NA,6.97916666666667,6.04166666666667,1.97916666666667,6.14583333333333,2.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.875,10.2083333333333,0.3125,2.60416666666667,3.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2916666666667,160,30.9375,80.3125,191.875,2.39583333333333,19.8958333333333,19.5833333333333,14.7916666666667,43.5,72.7083333333333,258.020833333333,563.75,210.104166666667,241.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.25,7.1875,71.6666666666667,64.375,0,12,12,12,12,10,"21-Jul-16",121,"","john belushi","","f","c","resident",1993-07-21,"12-Dec-93",1997-12-03,"bsh",1993-06-26,1,1,"7/12/93","12/1/93","k","","","2/17/94","talek","tk","dengrad calced by pat"
"256","jc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.178571428571429,0,28.9285714285714,18.2142857142857,16.7708333333333,NA,NA,NA,NA,NA,0.446428571428571,3.52272727272727,0.892857142857143,0,0.3125,NA,NA,NA,NA,NA,0.0892857142857143,0,1.60714285714286,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4642857142857,20.1136363636364,1.60714285714286,2.5,0.416666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.5,7.04545454545455,30.625,12.7678571428571,2.1875,4.64285714285714,2.15909090909091,2.76785714285714,1.42857142857143,1.45833333333333,57.3214285714286,32.8409090909091,66.9642857142857,98.6607142857143,28.0208333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.535714285714286,63.75,6.875,14,11,14,14,12,"01-Feb-16",791,"","johnny cash","","m","c","resident",2005-03-27,"02-Jul-05",2008-05-24,"bail",2004-10-16,1,2,"","6/10/05","d","","","7/30/05","talek","",""
"257","jeev",0.263157894736842,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.855263157894737,0,0.486111111111111,0.588235294117647,1.73611111111111,0,0,0,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.263157894736842,0,0,0,0,0.131578947368421,0,0.208333333333333,0,0.277777777777778,23.9473684210526,0,388.888888888889,25.5882352941176,0.0694444444444444,4.01315789473684,3.33333333333333,3.33333333333333,6.69117647058824,4.86111111111111,0.131578947368421,0,0,4.77941176470588,4.30555555555556,0,0,0,NA,NA,9.14473684210526,0.833333333333333,5.41666666666667,24.1911764705882,14.1666666666667,NA,NA,NA,NA,NA,0,0,0,NA,NA,0.394736842105263,0.208333333333333,0.972222222222222,2.27941176470588,0.138888888888889,5.19736842105263,0,6.875,13.1617647058824,7.77777777777778,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91.9078947368421,137.708333333333,79.4444444444444,312.941176470588,185.347222222222,26.7105263157895,25.2083333333333,9.86111111111111,50.4411764705882,29.2361111111111,177.434210526316,172.5,508.125,466.176470588235,253.263888888889,1.57894736842105,0.416666666666667,1.875,3.60294117647059,0.694444444444444,0,0,0,0,0.0694444444444444,12.8947368421053,4.79166666666667,10.7638888888889,21.9117647058824,4.58333333333333,19,6,18,17,18,"13-Jun-16",NA,"","jeeves","","f","c","resident",2010-08-24,"17-May-11",2013-04-24,"bab",2010-07-14,1,1,"","","k","","","7/29/11","talek","",""
"258","jeff",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.681818181818182,1.625,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.592105263157895,1,0,0,0,0,1.41666666666667,0.0568181818181818,0.375,0.147058823529412,183.223684210526,181.583333333333,0.170454545454545,0,16.6176470588235,2.82894736842105,0.833333333333333,4.48863636363636,2.625,1.17647058823529,0.723684210526316,0.0833333333333333,1.30681818181818,3.625,0,NA,NA,NA,NA,NA,6.31578947368421,10.4166666666667,14.9431818181818,12.875,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0657894736842105,0,1.30681818181818,1.125,0,4.60526315789474,9.41666666666667,9.03409090909091,7.125,2.86764705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.0394736842105,14.5,177.443181818182,146.75,18.5294117647059,8.75,14.3333333333333,27.8977272727273,23.625,2.72058823529412,309.736842105263,309.5,239.943181818182,201.125,67.5,1.11842105263158,6.16666666666667,2.5,1.25,1.25,0,0,0,0.125,0.294117647058824,29.4736842105263,69.75,0.113636363636364,0,17.6470588235294,19,15,22,10,17,"16-Dec-15",NA,"","jefferson","","m","c","resident",2007-10-13,"",2011-03-05,"nav",2007-03-02,NA,NA,"","","d","","","7/24/08","talek","",""
"259","jet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.5625,0,50.625,0,0,NA,NA,NA,NA,NA,0.104166666666667,0,1.14583333333333,0.208333333333333,0.625,NA,NA,NA,NA,NA,1.45833333333333,2.36111111111111,7.1875,9.47916666666667,2.60416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.89583333333333,4.86111111111111,4.89583333333333,4.16666666666667,11.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.9166666666667,90,53.6458333333333,121.770833333333,206.979166666667,12.0833333333333,9.58333333333333,4.0625,14.1666666666667,20,128.541666666667,108.611111111111,141.875,151.25,250.833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.5208333333333,1.80555555555556,20.3125,1.45833333333333,9.0625,12,9,12,12,12,"21-Jul-16",NA,"","jetta","","f","c","resident",2002-07-08,"",2003-02-23,"jj",2002-06-27,0,NA,"","","k","","","","talek","tk","dengrad calced by pat"
"260","jib",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625,221.041666666667,34.2708333333333,675.208333333333,342.8125,NA,NA,NA,NA,NA,2.70833333333333,0,0,0,0.833333333333333,NA,NA,NA,NA,NA,3.02083333333333,3.33333333333333,5.20833333333333,0,7.39583333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.02083333333333,3.125,2.60416666666667,3.75,4.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.0625,62.8125,31.875,12.3958333333333,98.2291666666667,26.3541666666667,27.8125,42.0833333333333,28.3333333333333,15.625,179.166666666667,378.541666666667,146.979166666667,775.3125,493.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.375,60.4166666666667,30.9375,55.625,23.8541666666667,12,12,12,12,12,"26-Mar-08",NA,"","djibouti","","m","c","resident",1999-01-07,"",1999-05-12,"cr",1998-11-29,1,2,"1/2/99","","k","","5/12/99","","talek","tk","dengrad calced by pat"
"261","jic",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.681818181818182,1.35416666666667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.592105263157895,1,0,0,0,0,1.41666666666667,0.0568181818181818,0.520833333333333,0.147058823529412,183.223684210526,181.583333333333,0.170454545454545,0,16.6176470588235,2.82894736842105,0.833333333333333,4.48863636363636,2.1875,1.17647058823529,0.723684210526316,0.0833333333333333,1.30681818181818,3.02083333333333,0,NA,NA,NA,NA,NA,6.31578947368421,10.4166666666667,14.9431818181818,11.1458333333333,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0657894736842105,0,1.30681818181818,0.9375,0,4.60526315789474,9.41666666666667,9.03409090909091,6.5625,2.86764705882353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.0394736842105,14.5,177.443181818182,126.875,18.5294117647059,8.75,14.3333333333333,27.8977272727273,20.9375,2.72058823529412,309.736842105263,309.5,239.943181818182,175.104166666667,67.5,1.11842105263158,6.16666666666667,2.5,1.04166666666667,1.25,0,0,0,0.520833333333333,0.294117647058824,29.4736842105263,69.75,0.113636363636364,0,17.6470588235294,19,15,22,12,17,"03-Feb-16",NA,"","jimmy choo","","m","c","resident",2007-09-20,"",2010-01-13,"hex",2007-03-01,1,NA,"","10/1/07","d","","","1/14/08","talek","",""
"262","jim",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,0,58,179.375,NA,NA,NA,NA,NA,0.833333333333333,1.14583333333333,0,0,0.104166666666667,NA,NA,NA,NA,NA,10.8333333333333,6.04166666666667,1.375,11.75,14.375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.375,3.33333333333333,9.125,3.375,3.85416666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,201.875,83.2291666666667,139.125,104,124.583333333333,17.0833333333333,2.5,20.625,18.75,7.60416666666667,240.208333333333,165.729166666667,181,209.75,373.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.208333333333333,19.4791666666667,10.75,13.875,43.8541666666667,12,12,10,10,12,"",NA,"","jiminy","","u","c","resident",2001-12-18,"",2002-01-22,"wr",2001-11-28,1,1,"","","a","","","","talek","tk","dengrad calced by pat"
"263","jj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.125,0.520833333333333,6.75,582.395833333333,0.208333333333333,NA,NA,NA,NA,NA,0,0.208333333333333,0,1.5625,1.35416666666667,NA,NA,NA,NA,NA,2.25,3.02083333333333,3.25,13.5416666666667,3.4375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.75,2.60416666666667,3.25,7.60416666666667,6.45833333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,197.875,78.125,18.25,102.083333333333,167.708333333333,35.25,23.4375,17.125,50.2083333333333,20.5208333333333,239.75,172.291666666667,72,812.1875,209.6875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5,64.375,23.375,54.7916666666667,10,10,12,10,12,12,"21-Jul-16",106,"","jujubee","ju","f","c","resident",1992-10-23,"29-Mar-93",2003-01-24,"dj",1992-09-15,1,2,"10/9/92","","k","","","8/6/93","talek","tk","clan? dengrad calced by pat"
"264","jlt",NA,NA,NA,NA,0,NA,NA,NA,NA,1.375,NA,NA,NA,NA,0.0625,NA,NA,NA,NA,0,NA,NA,NA,NA,0.5625,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.25,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,54.0625,NA,NA,NA,NA,3.5625,NA,NA,NA,NA,0.375,NA,NA,NA,NA,0,NA,NA,NA,NA,9.375,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.0625,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0.0625,NA,NA,NA,NA,0,NA,NA,NA,NA,113.6875,NA,NA,NA,NA,22.9375,NA,NA,NA,NA,228.8125,NA,NA,NA,NA,1.5,NA,NA,NA,NA,0.0625,NA,NA,NA,NA,20.875,NA,NA,NA,NA,20,"18-Jun-15",NA,"","jolteon","","m","c","resident",2013-11-13,"",NA,"mgta",2013-03-23,1,2,"","","a","","","12/4/13","talek","tk",""
"265","jnga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.555555555555556,0,0.277777777777778,0.0694444444444444,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0694444444444444,0,0,0,0,0,0.416666666666667,0,0.694444444444444,0,0,1,0,0.694444444444444,0,0.0694444444444444,143,0.486111111111111,9.5,163.020833333333,8.47222222222222,5.25,3.68055555555556,2.98611111111111,1.97916666666667,1.45833333333333,0.416666666666667,0.208333333333333,0,1.14583333333333,NA,NA,NA,NA,NA,8.05555555555556,7.5,5.76388888888889,3.4375,1.77083333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.694444444444444,0,0.555555555555556,0.208333333333333,0,10.8333333333333,7.41666666666667,6.66666666666667,5.9375,3.54166666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100.138888888889,52.9166666666667,96.1111111111111,14.4375,33.4375,32.8472222222222,1.5,14.3055555555556,8.1875,2.91666666666667,170.277777777778,224.166666666667,131.944444444444,51.5625,215.729166666667,1.04166666666667,0.75,2.15277777777778,1.875,1.5625,0,0,0,0.0694444444444444,0,6.04166666666667,4,1.73611111111111,4.125,6.35416666666667,18,15,18,20,12,"19-Jul-16",NA,"","jenga","","m","c","resident",2006-01-29,"16-Aug-06",2007-03-08,"adon",2006-01-14,1,1,"","8/15/06","k","","","10/31/06","talek","tk",""
"266","jolt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,490,566.041666666667,3.85416666666667,5.72916666666667,233.854166666667,NA,NA,NA,NA,NA,0.75,0,2.70833333333333,0,1.04166666666667,NA,NA,NA,NA,NA,7.25,5.9375,7.8125,1.66666666666667,7.91666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75,3.125,7.70833333333333,4.58333333333333,4.0625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,261.375,183.125,305.729166666667,48.0208333333333,73.8541666666667,26.875,17.8125,37.8125,16.7708333333333,5.625,798,814.0625,365.625,86.6666666666667,370.3125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,38.0208333333333,0,9.89583333333333,43.9583333333333,10,12,12,12,12,"26-Mar-08",NA,"","jolt","","u","c","resident",1996-02-18,"",1996-03-16,"jb",1996-01-02,0,NA,"1/27/96","","k","","3/16/96","","talek","tk","dengrad calced by pat"
"267","jone",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.21428571428571,0,185.625,117.767857142857,0.714285714285714,NA,NA,NA,NA,NA,0.0892857142857143,3.33333333333333,0,7.5,0.178571428571429,NA,NA,NA,NA,NA,3.21428571428571,11.3541666666667,3.30357142857143,16.25,3.48214285714286,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.625,9.375,4.28571428571429,5.98214285714286,5.80357142857143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.6428571428571,364.375,36.7857142857143,216.25,231.25,23.125,42.0833333333333,12.6785714285714,65.8035714285714,26.6071428571429,146.696428571429,430.520833333333,283.660714285714,444.196428571429,272.053571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.78571428571429,0,40.9821428571429,14.6428571428571,4.01785714285714,14,12,14,14,14,"21-Jul-16",169,"","jones beach","","f","c","resident",1995-09-06,"19-Apr-96",1997-05-25,"jab",1995-08-01,1,1,"8/17/95","","k","","","7/15/96","talek","tk","dengrad calced by pat"
"268","jord",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1.5,0,0.367647058823529,1.02272727272727,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.178571428571429,0,0.808823529411765,0.220588235294118,0.227272727272727,0.357142857142857,0,0,0.661764705882353,0,8.39285714285714,0,207.132352941176,0.588235294117647,0.113636363636364,2.32142857142857,0.25,4.55882352941176,3.23529411764706,2.72727272727273,0.178571428571429,0,0,2.72058823529412,3.29545454545455,NA,NA,NA,NA,NA,1.60714285714286,3.25,1.61764705882353,14.8529411764706,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.514705882352941,0,0,2.5,3.5,6.69117647058824,5.88235294117647,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.8571428571429,34.25,59.7058823529412,132.058823529412,190.681818181818,5.35714285714286,5.5,6.98529411764706,27.0588235294118,39.6590909090909,90.7142857142857,50.25,327.058823529412,213.308823529412,267.954545454545,0,1.75,0.808823529411765,1.39705882352941,1.93181818181818,0,0,0,0,0.340909090909091,1.96428571428571,0.25,38.2352941176471,24.2647058823529,1.70454545454545,7,5,17,17,11,"01-Feb-16",NA,"","jordache","nelly","m","c","resident",2008-08-11,"04-May-09",2011-07-05,"ffl",2008-07-20,1,2,"","","d","","","7/14/09","talek","",""
"269","juno",0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0.367647058823529,1.02272727272727,0.882352941176471,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0.808823529411765,0.178571428571429,0.220588235294118,0.227272727272727,0.294117647058824,0,0.357142857142857,0.661764705882353,0,0.441176470588235,207.132352941176,8.39285714285714,0.588235294117647,0.113636363636364,1.32352941176471,4.55882352941176,2.32142857142857,3.23529411764706,2.72727272727273,3.75,0,0.178571428571429,2.72058823529412,3.29545454545455,0,NA,NA,NA,NA,NA,1.61764705882353,1.60714285714286,14.8529411764706,20,3.38235294117647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.514705882352941,0,0,0,0,6.69117647058824,2.5,5.88235294117647,6.25,10.8088235294118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.7058823529412,67.8571428571429,132.058823529412,190.681818181818,38.8970588235294,6.98529411764706,5.35714285714286,27.0588235294118,39.6590909090909,19.7794117647059,327.058823529412,90.7142857142857,213.308823529412,267.954545454545,96.1764705882353,0.808823529411765,0,1.39705882352941,1.93181818181818,5.44117647058824,0,0,0,0.340909090909091,0,38.2352941176471,1.96428571428571,24.2647058823529,1.70454545454545,11.1764705882353,17,7,17,11,17,"23-Feb-16",781,"","juno","","f","c","resident",2008-05-20,"28-Jan-09",NA,"mrph",2008-04-20,1,1,"","","a","","","2/24/09","talek","",""
